nombre,empresa,email,telefono,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,fecha,status
,YAS Music,,310 8454135,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,Kapital Music,,(604) 5897070,,,Medellin,Colombia,sello_musical,music,http://kapitalmusic.co/,google_maps,2026-04-28,pendiente
,Medellin Live Records,,607 29 02 43,,,Medellin,Colombia,sello_musical,music,https://medellin-live-records.jimdosite.com/,google_maps,2026-04-28,pendiente
,Latin Music Score | Tienda De Partituras,,304 5396934,https://www.instagram.com/LatinMusicScore,,Medellin,Colombia,sello_musical,music,https://latinmusicscore.com/,google_maps,2026-04-28,pendiente
,Sellos Medellín,sellosmedellin20@gmail.com,317 2378226,https://www.instagram.com/sellosmedellin/,,Medellin,Colombia,sello_musical,music,http://sellosmedellin.com/,google_maps,2026-04-28,pendiente
,HIT MUSICAL DISCOTIENDA MEDELLIN COLOMBIA,,45115582,,,Medellin,Colombia,sello_musical,music,https://www.facebook.com/HitMusicalDiscotienda,google_maps,2026-04-28,pendiente
,ARCHIVO MUSICAL,,45125160,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,Musical Cedar,mccontabilidad@musicalcedar.com,321 5053147,,,Medellin,Colombia,sello_musical,music,http://www.musicalcedar.com/,google_maps,2026-04-28,pendiente
,Musicales San José,,300 6144033,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,ALMACÉN MUSICAL CEDAR,ventas@musicalcedar.com,316 2511989,https://www.instagram.com/musicalcedar/,,Medellin,Colombia,sello_musical,music,http://www.musicalcedar.com/,google_maps,2026-04-28,pendiente
,Merlin Producciones,info@merlinproducciones.co,(604) 4160860,https://instagram.com/merlinprodu,,Medellin,Colombia,sello_musical,music,http://www.merlinproducciones.co/,google_maps,2026-04-28,pendiente
,Fleiva Records,,314 6511034,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,Dinastia INC sede El Poblado,pagos@dinastiainc.com,301 6143301,https://www.instagram.com/dinastiainc/,,Medellin,Colombia,sello_musical,music,http://www.dinastiainc.com/,google_maps,2026-04-28,pendiente
,Casa Jayes: Tienda de instrumentos y accesorios musicales,,315 4349135,https://instagram.com/casajayes?igshid=OGQ5ZDc2ODk2ZA==,,Medellin,Colombia,sello_musical,music,https://casajayes.com/,google_maps,2026-04-28,pendiente
,Codiscos,info@codiscos.com,44487011,https://www.instagram.com/codiscos/,,Medellin,Colombia,sello_musical,music,http://www.codiscos.com/,google_maps,2026-04-28,pendiente
,Rincón Musical,,45115780,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,Surco Records,surco.records@gmail.com,300 7176995,https://www.instagram.com/surcorecords/,,Medellin,Colombia,sello_musical,music,http://www.surcotienda.co/,google_maps,2026-04-28,pendiente
,"Digital Records, Mucha Calidad Musical",,310 8967621,,,Medellin,Colombia,sello_musical,music,,google_maps,2026-04-28,pendiente
,La Pascasia,,302 2263809,https://www.instagram.com/lapascasia/,,Medellin,Colombia,sello_musical,music,https://lapascasia.org/,google_maps,2026-04-28,pendiente
,Pasaje Comercial San José,,315 5865572,https://www.instagram.com/pasaje__sanjose/,,Medellin,Colombia,sello_musical,music,https://pasajesanjose.com.co/,google_maps,2026-04-28,pendiente
