nombre,empresa,email,telefono,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,fecha,status
,Agencia de viajes Cinco Horizontes,comercial@cincohorizontes.com,313 5133127,http://www.instagram.com/cincohorizontesoficial,,Medellin,Colombia,agencia_viajes,empresas,https://cincohorizontes.com/,google_maps,2026-04-28,pendiente
,Agencia de Viajes Univiajes,servicios@univiajes.com.co,300 6102802,https://www.instagram.com/univiajes,,Medellin,Colombia,agencia_viajes,empresas,http://www.univiajes.viajes/,google_maps,2026-04-28,pendiente
,Agencia de Viajes Aire | Medellin,,313 5817649,,,Medellin,Colombia,agencia_viajes,empresas,http://viajesaire.com/,google_maps,2026-04-28,pendiente
,Turismo en Medellin,reservasturismoenmedellin@gmail.com,310 4594044,https://www.instagram.com/vviomar/,,Medellin,Colombia,agencia_viajes,empresas,http://www.turismoenmedellin.com/,google_maps,2026-04-28,pendiente
,VIVE DESTINOS SAS - AGENCIA DE VIAJES,reservas1@vivedestinos.com,321 8459540,https://www.instagram.com/viveagenciadeviajes/,,Medellin,Colombia,agencia_viajes,empresas,https://vivedestinos.com/,google_maps,2026-04-28,pendiente
,Agencia de Viajes Génesis S.A.S.,velasquezm@viajegenesis.net,43504040,,,Medellin,Colombia,agencia_viajes,empresas,http://www.viajesgenesis.travel/,google_maps,2026-04-28,pendiente
,Premium Tours+ Agencia de Viajes & Turismo,,302 7830990,/accounts/meta_verified/?entrypoint=web_footer&next=https%3A%2F%2Fwww.instagram.com%2Fpremiumtours.plus%3Figsh%3DMXU1cXl4emVjdTlqZQ%253D%253D%26utm_source%3Dqr%252Fcontact,,Medellin,Colombia,agencia_viajes,empresas,https://www.instagram.com/premiumtours.plus?igsh=MXU1cXl4emVjdTlqZQ%3D%3D&utm_source=qr,google_maps,2026-04-28,pendiente
,Agencia de Viajes A&G Tours,,316 2261657,,,Medellin,Colombia,agencia_viajes,empresas,,google_maps,2026-04-28,pendiente
,Comviajes,,305 2651800,https://www.instagram.com/comviajes/,,Medellin,Colombia,agencia_viajes,empresas,http://www.comviajes.com/,google_maps,2026-04-28,pendiente
,Viajes Éxito Laureles,rpelaez@viajesexito.com,,https://www.instagram.com/viajesexito/,,Medellin,Colombia,agencia_viajes,empresas,https://www.viajesexito.com/,google_maps,2026-04-28,pendiente
,Agencia de Viajes Latinamerican Tours,,301 5303004,https://www.instagram.com/latinamericantours/,,Medellin,Colombia,agencia_viajes,empresas,https://latinamericantours.com.co/,google_maps,2026-04-28,pendiente
,Tours en Medellín,paisatoursmedallo@gmail.com,320 4280564,https://www.instagram.com/paisa_toursmedellin/,,Medellin,Colombia,agencia_viajes,empresas,https://paisatoursesmedellin.com/,google_maps,2026-04-28,pendiente
,Rutas y Aventuras,rutasyaventurasrg@gmail.com,310 5665522,https://www.instagram.com/rutasyaventuras/,,Medellin,Colombia,agencia_viajes,empresas,http://www.rutasyaventuras.com.co/,google_maps,2026-04-28,pendiente
,Viajes Éxito Arkadia,rpelaez@viajesexito.com,305 4752535,https://www.instagram.com/viajesexito/,,Medellin,Colombia,agencia_viajes,empresas,https://www.viajesexito.com/,google_maps,2026-04-28,pendiente
,Agencia de viajes Sol Mar y Luna,administracion@solmaryluna.com,(604) 4406565,https://www.instagram.com/viajessolmaryluna/,,Medellin,Colombia,agencia_viajes,empresas,http://www.solmaryluna.com/,google_maps,2026-04-28,pendiente
,Agencia de viajes Deotours,agenciadeotours@gmail.com,313 7358561,https://www.instagram.com/agencia_deotours/,,Medellin,Colombia,agencia_viajes,empresas,http://www.deotours.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1332810566908853395,google_maps,2026-04-28,pendiente
,fantasytoursAntioquia RNT 52847,reservas@fantasytours.co,304 2931756,https://www.instagram.com/fantasytoursantioquia/,,Medellin,Colombia,agencia_viajes,empresas,https://fantasytours.com.co/,google_maps,2026-04-28,pendiente
,Agencia de Viajes de Pueblo en Pueblo,reservas2@viajesdepuebloenpueblo.com,305 2881136,https://www.instagram.com/depuebloenpueblo/?hl=es-la,,Medellin,Colombia,agencia_viajes,empresas,https://viajesdepuebloenpueblo.com/,google_maps,2026-04-28,pendiente
,Viaja Vip,,312 6202831,https://www.instagram.com/viajavip.co/?hl=es,,Medellin,Colombia,agencia_viajes,empresas,http://viajavip.co/,google_maps,2026-04-28,pendiente
,MAR AZUL TRAVEL S.A.S,,310 4626000,,,Medellin,Colombia,agencia_viajes,empresas,http://www.marazultravel.co/,google_maps,2026-04-28,pendiente
