nombre,empresa,email,telefono,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,fecha,status
,Agencia de Viajes Univiajes,servicios@univiajes.com.co,300 6102802,https://www.instagram.com/univiajes,,Medellin,Colombia,agencia_viajes,empresas,http://www.univiajes.viajes/,google_maps,2026-04-27,pendiente
,Agencia de viajes Cinco Horizontes,comercial@cincohorizontes.com,313 5133127,http://www.instagram.com/cincohorizontesoficial,,Medellin,Colombia,agencia_viajes,empresas,https://cincohorizontes.com/,google_maps,2026-04-27,pendiente
,Turismo en Medellin,reservasturismoenmedellin@gmail.com,310 4594044,https://www.instagram.com/vviomar/,,Medellin,Colombia,agencia_viajes,empresas,http://www.turismoenmedellin.com/,google_maps,2026-04-27,pendiente
,Agencia de Viajes de Pueblo en Pueblo,reservas2@viajesdepuebloenpueblo.com,305 2881136,https://www.instagram.com/depuebloenpueblo/?hl=es-la,,Medellin,Colombia,agencia_viajes,empresas,https://viajesdepuebloenpueblo.com/,google_maps,2026-04-27,pendiente
,Agencia de Viajes Aire | Medellin,,313 5817649,,,Medellin,Colombia,agencia_viajes,empresas,http://viajesaire.com/,google_maps,2026-04-27,pendiente
,Premium Tours+ Agencia de Viajes & Turismo,,302 7830990,,,Medellin,Colombia,agencia_viajes,empresas,https://www.instagram.com/premiumtours.plus?igsh=MXU1cXl4emVjdTlqZQ%3D%3D&utm_source=qr,google_maps,2026-04-27,pendiente
,Comviajes,,305 2651800,https://www.instagram.com/comviajes/,,Medellin,Colombia,agencia_viajes,empresas,http://www.comviajes.com/,google_maps,2026-04-27,pendiente
,Viajes Éxito Laureles,gerenciageneral@viajesexito.com,,https://www.instagram.com/viajesexito/,,Medellin,Colombia,agencia_viajes,empresas,https://www.viajesexito.com/,google_maps,2026-04-27,pendiente
,fantasytoursAntioquia RNT 52847,reservas@fantasytours.co,304 2931756,https://www.instagram.com/fantasytoursantioquia/,,Medellin,Colombia,agencia_viajes,empresas,https://fantasytours.com.co/,google_maps,2026-04-27,pendiente
,Explóralo,,,,,Medellin,Colombia,agencia_viajes,empresas,,google_maps,2026-04-27,pendiente
,Agencia de Viajes Génesis S.A.S.,velasquezm@viajegenesis.net,43504040,,,Medellin,Colombia,agencia_viajes,empresas,http://www.viajesgenesis.travel/,google_maps,2026-04-27,pendiente
,Tours en Medellín,paisatoursmedallo@gmail.com,320 4280564,https://www.instagram.com/paisa_toursmedellin/,,Medellin,Colombia,agencia_viajes,empresas,https://paisatoursesmedellin.com/,google_maps,2026-04-27,pendiente
,Viajes Paisaport Colombia,,318 2226962,https://www.instagram.com/paisa.port/,,Medellin,Colombia,agencia_viajes,empresas,https://paisaport.com/,google_maps,2026-04-27,pendiente
,Agencia de Viajes Latinamerican Tours,,301 5303004,https://www.instagram.com/latinamericantours/,,Medellin,Colombia,agencia_viajes,empresas,https://latinamericantours.com.co/,google_maps,2026-04-27,pendiente
,Viajes Éxito Colombia,gerenciageneral@viajesexito.com,,https://www.instagram.com/viajesexito/,,Medellin,Colombia,agencia_viajes,empresas,https://www.viajesexito.com/,google_maps,2026-04-27,pendiente
,VIAJES ELITE S.A,info@viajeselite.com.co,(604) 2620009,https://www.instagram.com/viajeselite_/,,Medellin,Colombia,agencia_viajes,empresas,https://viajeselite.com.co/,google_maps,2026-04-27,pendiente
,Viajar es Vivir,,324 2211877,https://www.instagram.com/viajaresvivir_agencia?igsh=cWVteDM0Z3pmZ2w1,,Medellin,Colombia,agencia_viajes,empresas,https://viajaresvivir.co/,google_maps,2026-04-27,pendiente
,Agencia de viajes Sol Mar y Luna,administracion@solmaryluna.com,(604) 4406565,https://www.instagram.com/viajessolmaryluna/,,Medellin,Colombia,agencia_viajes,empresas,http://www.solmaryluna.com/,google_maps,2026-04-27,pendiente
,Sercoltur Medellin,reservasercoltur@gmail.com,324 3577796,,,Medellin,Colombia,agencia_viajes,empresas,http://www.sercoltur.com/,google_maps,2026-04-27,pendiente
,Agencia de Viajes A&G Tours,,316 2261657,,,Medellin,Colombia,agencia_viajes,empresas,,google_maps,2026-04-27,pendiente
